SEC1 Temperature, SEC2 Temperature, SEC3 Temperature, SEC4 Temperature, SEC1 Pressure, SEC2 Pressure, SEC3 Pressure, SEC4 Pressure, Flow Rate, split ratio, sum of aromatics
518.0, 0.313, 503.0, 0.691, 525.0, 0.522, 532.0, 0.648, 1024.0, 0.474, 77483.969773
512.0, 0.933, 524.0, 0.14, 535.0, 0.858, 509.0, 0.597, 932.0, 0.464, 69503.656043
532.0, 0.645, 517.0, 0.464, 528.0, 0.774, 530.0, 0.885, 1039.0, 0.589, 80167.716025
505.0, 0.585, 512.0, 0.863, 510.0, 0.416, 533.0, 0.165, 941.0, 0.486, 67213.39712
520.0, 0.005, 517.0, 0.032, 503.0, 0.324, 532.0, 0.728, 987.0, 0.479, 67137.297714
530.0, 0.233, 514.0, 0.614, 522.0, 0.771, 517.0, 0.67, 1008.0, 0.42, 76263.57979499998
520.0, 0.752, 527.0, 0.837, 537.0, 0.185, 533.0, 0.268, 1020.0, 0.536, 75117.18053099999
514.0, 0.962, 502.0, 0.128, 510.0, 0.928, 533.0, 0.926, 944.0, 0.525, 70378.493949
539.0, 0.856, 536.0, 0.314, 510.0, 0.239, 518.0, 0.848, 1025.0, 0.514, 76866.21401800001
536.0, 0.288, 506.0, 0.704, 533.0, 0.698, 536.0, 0.628, 1000.0, 0.583, 77015.907076
519.0, 0.992, 532.0, 0.691, 518.0, 0.43, 500.0, 0.596, 937.0, 0.586, 69143.86321200001
538.0, 0.397, 506.0, 0.87, 508.0, 0.552, 537.0, 0.322, 999.0, 0.549, 74198.529518
502.0, 0.488, 531.0, 0.609, 532.0, 0.092, 505.0, 0.675, 934.0, 0.407, 67703.42173999999
510.0, 0.706, 534.0, 0.781, 501.0, 0.34, 539.0, 0.791, 1032.0, 0.515, 78040.932284
523.0, 0.512, 521.0, 0.743, 508.0, 0.347, 536.0, 0.987, 1084.0, 0.429, 82407.731371
525.0, 0.268, 509.0, 0.248, 532.0, 0.961, 522.0, 0.98, 958.0, 0.521, 73938.45556199999
517.0, 0.441, 505.0, 0.317, 518.0, 0.069, 534.0, 0.23, 993.0, 0.454, 67507.833279
507.0, 0.372, 522.0, 0.902, 534.0, 0.139, 515.0, 0.984, 922.0, 0.597, 68939.05076
523.0, 0.747, 505.0, 0.009, 529.0, 0.486, 540.0, 0.3, 978.0, 0.469, 69577.29363500001
536.0, 0.417, 516.0, 0.846, 515.0, 0.587, 536.0, 0.164, 1060.0, 0.519, 77676.49579300001
532.0, 0.543, 511.0, 0.152, 505.0, 0.159, 540.0, 0.249, 976.0, 0.489, 68665.848212
522.0, 0.472, 520.0, 0.932, 525.0, 0.844, 518.0, 0.332, 940.0, 0.531, 70296.12784100001
505.0, 0.025, 505.0, 0.944, 513.0, 0.453, 531.0, 0.802, 969.0, 0.478, 71087.02957299999
539.0, 0.354, 537.0, 0.084, 540.0, 0.659, 503.0, 0.383, 1064.0, 0.597, 79137.586128
